City,Time,Temperature,Humidity,Pressure,WindSpeed,Weather_Class
Leh,2026-07-30T22:00,13.5,62,678.4,1.6,Cool
Leh,2026-07-30T23:00,13.5,59,678.8,1.5,Cool
Leh,2026-07-31T00:00,13.3,58,679.1,2.0,Cool
Leh,2026-07-31T01:00,15.2,60,681.3,1.5,Cool
Leh,2026-07-31T02:00,17.4,50,683.8,3.4,Cool
Leh,2026-07-31T03:00,18.6,46,684.8,2.0,Cool
Leh,2026-07-31T04:00,20.0,40,685.5,3.6,Cool
Leh,2026-07-31T05:00,21.2,36,685.9,4.6,Cool
Leh,2026-07-31T06:00,22.1,35,685.9,5.6,Cool
Leh,2026-07-31T07:00,23.0,33,685.6,3.8,Cool
Leh,2026-07-31T08:00,23.6,32,684.9,4.9,Cool
Leh,2026-07-31T09:00,23.7,32,684.6,11.8,Cool
Leh,2026-07-31T10:00,22.7,35,684.2,6.8,Cool
Leh,2026-07-31T11:00,22.4,34,683.8,4.0,Cool
Leh,2026-07-31T12:00,22.3,33,683.6,2.1,Cool
Leh,2026-07-31T13:00,21.7,38,683.2,3.1,Cool
Leh,2026-07-31T14:00,19.4,45,682.0,2.2,Cool
Leh,2026-07-31T15:00,18.6,47,682.3,0.7,Cool
Leh,2026-07-31T16:00,17.3,53,681.9,0.5,Cool
Leh,2026-07-31T17:00,16.2,53,681.2,0.2,Cool
Leh,2026-07-31T18:00,15.5,54,680.9,0.2,Cool
Leh,2026-07-31T19:00,14.8,53,680.5,0.2,Cool
Leh,2026-07-31T20:00,14.2,52,680.1,0.3,Cool
Leh,2026-07-31T21:00,13.7,50,679.9,0.3,Cool
Leh,2026-07-31T22:00,13.0,49,679.7,0.5,Cool
Leh,2026-07-31T23:00,12.4,48,679.6,0.9,Cool
Leh,2026-08-01T00:00,12.5,46,680.0,0.6,Cool
Leh,2026-08-01T01:00,13.9,47,681.5,1.1,Cool
Leh,2026-08-01T02:00,16.0,48,683.6,3.0,Cool
Leh,2026-08-01T03:00,17.9,47,685.2,4.7,Cool
Leh,2026-08-01T04:00,19.4,44,686.0,5.9,Cool
Leh,2026-08-01T05:00,20.7,40,686.3,6.7,Cool
Leh,2026-08-01T06:00,21.8,37,686.3,6.6,Cool
Leh,2026-08-01T07:00,22.6,34,686.0,4.9,Cool
Leh,2026-08-01T08:00,23.1,32,685.5,3.2,Cool
Leh,2026-08-01T09:00,23.4,30,684.9,4.0,Cool
Leh,2026-08-01T10:00,23.7,29,684.5,5.4,Cool
Leh,2026-08-01T11:00,23.7,29,684.2,7.7,Cool
Leh,2026-08-01T12:00,23.3,29,683.6,8.6,Cool
Leh,2026-08-01T13:00,22.0,33,682.9,6.6,Cool
Leh,2026-08-01T14:00,20.1,38,681.9,2.8,Cool
Leh,2026-08-01T15:00,18.5,43,681.1,0.5,Cool
Leh,2026-08-01T16:00,17.2,43,680.5,1.1,Cool
Leh,2026-08-01T17:00,16.1,42,679.9,1.4,Cool
Leh,2026-08-01T18:00,15.2,41,679.4,1.7,Cool
Leh,2026-08-01T19:00,14.4,41,678.8,1.9,Cool
Leh,2026-08-01T20:00,13.8,41,678.3,2.0,Cool
Leh,2026-08-01T21:00,13.1,42,677.7,2.2,Cool
Leh,2026-08-01T22:00,12.0,45,677.1,2.9,Cool
Leh,2026-08-01T23:00,10.9,49,676.5,3.5,Cool
Leh,2026-08-02T00:00,10.9,49,677.0,3.5,Cool
Leh,2026-08-02T01:00,13.1,45,679.5,1.7,Cool
Leh,2026-08-02T02:00,16.4,38,683.0,1.0,Cool
Leh,2026-08-02T03:00,19.3,33,685.7,2.7,Cool
Leh,2026-08-02T04:00,21.2,30,686.8,2.8,Cool
Leh,2026-08-02T05:00,22.5,28,686.9,1.9,Cool
Leh,2026-08-02T06:00,23.6,27,686.8,1.3,Cool
Leh,2026-08-02T07:00,24.3,26,686.3,0.9,Cool
Leh,2026-08-02T08:00,24.6,26,685.6,0.5,Cool
Leh,2026-08-02T09:00,24.8,26,685.0,0.9,Cool
Leh,2026-08-02T10:00,24.8,26,684.6,2.8,Cool
Leh,2026-08-02T11:00,24.6,26,684.3,5.4,Cool
Leh,2026-08-02T12:00,24.0,27,683.9,6.6,Cool
Leh,2026-08-02T13:00,22.5,31,683.3,5.2,Cool
Leh,2026-08-02T14:00,20.6,36,682.6,3.0,Cool
Leh,2026-08-02T15:00,19.0,42,682.0,1.9,Cool
Leh,2026-08-02T16:00,17.9,45,681.7,1.4,Cool
Leh,2026-08-02T17:00,17.1,48,681.6,0.5,Cool
Leh,2026-08-02T18:00,16.3,49,681.3,0.3,Cool
Leh,2026-08-02T19:00,15.6,49,680.8,0.6,Cool
Leh,2026-08-02T20:00,15.0,48,680.1,0.9,Cool
Leh,2026-08-02T21:00,14.4,48,679.5,1.2,Cool
Leh,2026-08-02T22:00,12.8,56,678.6,1.9,Cool
Leh,2026-08-02T23:00,12.6,55,678.3,2.0,Cool
Leh,2026-08-03T00:00,12.8,54,678.5,1.8,Cool
Leh,2026-08-03T01:00,13.8,50,679.3,1.5,Cool
Leh,2026-08-03T02:00,15.5,46,680.6,1.5,Cool
Leh,2026-08-03T03:00,17.6,40,682.3,1.9,Cool
Leh,2026-08-03T04:00,19.8,36,683.9,2.9,Cool
Leh,2026-08-03T05:00,21.6,33,685.3,3.9,Cool
Leh,2026-08-03T06:00,22.7,31,686.0,4.8,Cool
Leh,2026-08-03T07:00,23.1,31,686.1,5.7,Cool
Leh,2026-08-03T08:00,23.1,32,685.7,6.5,Cool
Leh,2026-08-03T09:00,22.7,33,685.1,7.4,Cool
Leh,2026-08-03T10:00,22.2,35,684.4,8.1,Cool
Leh,2026-08-03T11:00,21.6,38,683.7,8.5,Cool
Leh,2026-08-03T12:00,20.9,40,683.4,8.5,Cool
Leh,2026-08-03T13:00,20.2,44,683.3,8.0,Cool
Leh,2026-08-03T14:00,19.3,48,683.4,6.9,Cool
Leh,2026-08-03T15:00,18.3,54,683.6,5.4,Cool
Leh,2026-08-03T16:00,17.3,60,683.8,4.0,Cool
Leh,2026-08-03T17:00,16.4,66,684.0,2.5,Cool
Leh,2026-08-03T18:00,15.7,71,684.0,1.6,Cool
Leh,2026-08-03T19:00,15.1,74,683.9,0.9,Cool
Leh,2026-08-03T20:00,14.5,78,683.6,0.6,Cool
Leh,2026-08-03T21:00,14.0,81,683.2,0.3,Cool
Leh,2026-08-03T22:00,13.7,82,682.9,0.4,Cool
Leh,2026-08-03T23:00,13.6,82,682.7,0.4,Cool
Mumbai,2026-07-28T00:00,26.3,91,1002.0,7.0,Warm
Mumbai,2026-07-28T01:00,26.8,92,1002.3,10.3,Warm
Mumbai,2026-07-28T02:00,27.4,85,1002.9,11.9,Warm
Mumbai,2026-07-28T03:00,28.1,80,1003.4,12.7,Warm
Mumbai,2026-07-28T04:00,28.8,78,1004.0,13.2,Warm
Mumbai,2026-07-28T05:00,29.0,80,1004.3,15.8,Warm
Mumbai,2026-07-28T06:00,29.6,75,1004.4,17.0,Warm
Mumbai,2026-07-28T07:00,29.6,71,1004.0,18.4,Warm
Mumbai,2026-07-28T08:00,29.2,73,1003.3,20.0,Warm
Mumbai,2026-07-28T09:00,29.0,77,1002.6,20.4,Warm
Mumbai,2026-07-28T10:00,28.8,77,1002.2,19.0,Warm
Mumbai,2026-07-28T11:00,28.4,80,1001.9,18.6,Warm
Mumbai,2026-07-28T12:00,27.7,84,1001.9,16.8,Warm
Mumbai,2026-07-28T13:00,27.8,84,1001.9,16.3,Warm
Mumbai,2026-07-28T14:00,27.6,84,1002.3,15.9,Warm
Mumbai,2026-07-28T15:00,27.6,84,1002.9,17.2,Warm
Mumbai,2026-07-28T16:00,27.7,83,1003.2,18.1,Warm
Mumbai,2026-07-28T17:00,27.3,85,1003.9,18.1,Warm
Mumbai,2026-07-28T18:00,27.2,87,1003.9,16.8,Warm
Mumbai,2026-07-28T19:00,27.3,88,1003.3,17.3,Warm
Mumbai,2026-07-28T20:00,27.1,84,1002.8,16.3,Warm
Mumbai,2026-07-28T21:00,27.4,85,1002.0,19.5,Warm
Mumbai,2026-07-28T22:00,26.8,85,1001.9,17.7,Warm
Mumbai,2026-07-28T23:00,27.3,83,1001.9,17.7,Warm
Mumbai,2026-07-29T00:00,27.4,84,1002.1,17.1,Warm
Mumbai,2026-07-29T01:00,27.2,86,1002.5,17.9,Warm
Mumbai,2026-07-29T02:00,27.4,82,1003.1,18.3,Warm
Mumbai,2026-07-29T03:00,27.6,82,1003.6,17.9,Warm
Mumbai,2026-07-29T04:00,28.3,82,1004.1,19.5,Warm
Mumbai,2026-07-29T05:00,28.9,79,1004.3,20.4,Warm
Mumbai,2026-07-29T06:00,28.9,78,1004.2,22.4,Warm
Mumbai,2026-07-29T07:00,28.7,78,1004.1,22.8,Warm
Mumbai,2026-07-29T08:00,28.3,81,1003.5,21.5,Warm
Mumbai,2026-07-29T09:00,28.3,81,1002.7,22.5,Warm
Mumbai,2026-07-29T10:00,27.6,82,1002.1,19.0,Warm
Mumbai,2026-07-29T11:00,27.4,83,1001.9,19.0,Warm
Mumbai,2026-07-29T12:00,27.7,84,1001.7,20.6,Warm
Mumbai,2026-07-29T13:00,27.6,83,1001.7,21.2,Warm
Mumbai,2026-07-29T14:00,27.3,84,1002.4,19.7,Warm
Mumbai,2026-07-29T15:00,27.2,84,1003.1,19.1,Warm
Mumbai,2026-07-29T16:00,27.0,87,1003.5,19.2,Warm
Mumbai,2026-07-29T17:00,27.2,85,1003.3,19.3,Warm
Mumbai,2026-07-29T18:00,27.5,84,1003.0,19.6,Warm
Mumbai,2026-07-29T19:00,27.6,84,1002.4,20.0,Warm
Mumbai,2026-07-29T20:00,27.2,86,1001.9,19.1,Warm
Mumbai,2026-07-29T21:00,27.0,88,1001.2,19.2,Warm
Mumbai,2026-07-29T22:00,27.0,88,1000.6,19.3,Warm
Mumbai,2026-07-29T23:00,27.1,87,1000.6,18.3,Warm
Mumbai,2026-07-30T00:00,27.0,87,1000.7,17.7,Warm
Mumbai,2026-07-30T01:00,27.2,83,1000.9,18.5,Warm
Mumbai,2026-07-30T02:00,26.8,88,1001.3,18.1,Warm
Mumbai,2026-07-30T03:00,27.6,84,1001.5,19.4,Warm
Mumbai,2026-07-30T04:00,27.8,84,1001.6,21.1,Warm
Mumbai,2026-07-30T05:00,28.0,83,1001.9,22.1,Warm
Mumbai,2026-07-30T06:00,27.9,83,1002.0,18.5,Warm
Mumbai,2026-07-30T07:00,27.5,85,1001.6,20.5,Warm
Mumbai,2026-07-30T08:00,27.6,84,1000.9,21.4,Warm
Mumbai,2026-07-30T09:00,27.9,84,1000.2,21.1,Warm
Mumbai,2026-07-30T10:00,27.7,85,999.7,20.1,Warm
Mumbai,2026-07-30T11:00,27.5,86,999.3,19.8,Warm
Mumbai,2026-07-30T12:00,27.6,85,999.3,21.2,Warm
Mumbai,2026-07-30T13:00,27.5,85,999.6,19.6,Warm
Mumbai,2026-07-30T14:00,27.8,82,999.9,20.5,Warm
Mumbai,2026-07-30T15:00,27.6,85,1000.6,19.9,Warm
Mumbai,2026-07-30T16:00,27.5,86,1001.2,19.6,Warm
Mumbai,2026-07-30T17:00,27.2,87,1001.2,18.9,Warm
Mumbai,2026-07-30T18:00,27.7,85,1000.9,20.4,Warm
Mumbai,2026-07-30T19:00,27.3,88,1000.6,19.6,Warm
Mumbai,2026-07-30T20:00,26.8,89,999.9,19.8,Warm
Mumbai,2026-07-30T21:00,26.7,89,999.5,20.0,Warm
Mumbai,2026-07-30T22:00,26.6,90,999.1,20.3,Warm
Mumbai,2026-07-30T23:00,26.5,90,999.2,20.7,Warm
Mumbai,2026-07-31T00:00,26.8,88,999.4,20.1,Warm
Mumbai,2026-07-31T01:00,27.1,85,999.6,19.8,Warm
Mumbai,2026-07-31T02:00,27.4,83,1000.0,20.9,Warm
Mumbai,2026-07-31T03:00,27.9,83,1000.4,20.7,Warm
Mumbai,2026-07-31T04:00,27.7,86,1000.8,22.5,Warm
Mumbai,2026-07-31T05:00,28.0,83,1000.8,22.8,Warm
Mumbai,2026-07-31T06:00,28.6,81,1000.7,24.7,Warm
Mumbai,2026-07-31T07:00,28.2,84,1000.3,22.9,Warm
Mumbai,2026-07-31T08:00,27.7,84,999.9,21.2,Warm
Mumbai,2026-07-31T09:00,27.8,84,999.2,20.9,Warm
Mumbai,2026-07-31T10:00,28.2,83,998.6,21.8,Warm
Mumbai,2026-07-31T11:00,27.8,85,998.4,20.7,Warm
Mumbai,2026-07-31T12:00,28.0,84,998.3,22.2,Warm
Mumbai,2026-07-31T13:00,27.8,85,998.6,18.5,Warm
Mumbai,2026-07-31T14:00,27.9,84,999.1,19.0,Warm
Mumbai,2026-07-31T15:00,27.9,84,999.8,19.2,Warm
Mumbai,2026-07-31T16:00,27.8,85,1000.8,18.3,Warm
Mumbai,2026-07-31T17:00,27.3,89,1001.4,17.7,Warm
Mumbai,2026-07-31T18:00,27.5,87,1001.5,18.1,Warm
Mumbai,2026-07-31T19:00,27.3,88,1001.3,18.4,Warm
Mumbai,2026-07-31T20:00,27.1,88,1000.9,19.1,Warm
Mumbai,2026-07-31T21:00,26.9,89,1000.5,19.6,Warm
Mumbai,2026-07-31T22:00,26.8,89,1000.3,19.7,Warm
Mumbai,2026-07-31T23:00,26.8,89,1000.2,19.5,Warm
Mumbai,2026-08-01T00:00,26.9,89,1000.3,19.5,Warm
Mumbai,2026-08-01T01:00,27.3,88,1000.7,19.8,Warm
Mumbai,2026-08-01T02:00,27.9,86,1001.2,20.1,Warm
Mumbai,2026-08-01T03:00,28.3,85,1001.7,20.4,Warm
Mumbai,2026-08-01T04:00,28.5,84,1002.2,20.7,Warm
Mumbai,2026-08-01T05:00,28.6,85,1002.6,21.0,Warm
Mumbai,2026-08-01T06:00,28.6,84,1002.7,21.4,Warm
Mumbai,2026-08-01T07:00,28.7,83,1002.4,21.9,Warm
Mumbai,2026-08-01T08:00,28.9,82,1001.7,22.5,Warm
Mumbai,2026-08-01T09:00,28.9,81,1001.2,23.0,Warm
Mumbai,2026-08-01T10:00,28.7,81,1000.8,23.1,Warm
Mumbai,2026-08-01T11:00,28.5,81,1000.5,22.9,Warm
Mumbai,2026-08-01T12:00,28.3,81,1000.5,22.5,Warm
Mumbai,2026-08-01T13:00,28.1,81,1001.0,22.0,Warm
Mumbai,2026-08-01T14:00,27.9,81,1001.9,21.3,Warm
Mumbai,2026-08-01T15:00,27.7,82,1002.6,20.6,Warm
Mumbai,2026-08-01T16:00,27.6,83,1003.2,20.0,Warm
Mumbai,2026-08-01T17:00,27.4,86,1003.7,19.4,Warm
Mumbai,2026-08-01T18:00,27.3,88,1003.9,19.4,Warm
Mumbai,2026-08-01T19:00,27.3,87,1003.5,20.2,Warm
Mumbai,2026-08-01T20:00,27.2,86,1002.9,21.4,Warm
Mumbai,2026-08-01T21:00,27.2,85,1002.4,22.2,Warm
Mumbai,2026-08-01T22:00,27.1,85,1002.4,21.6,Warm
Mumbai,2026-08-01T23:00,27.0,86,1002.6,20.6,Warm
Mumbai,2026-08-02T00:00,27.1,85,1002.9,19.9,Warm
Mumbai,2026-08-02T01:00,27.3,82,1003.3,20.1,Warm
Mumbai,2026-08-02T02:00,27.7,79,1003.9,20.7,Warm
Mumbai,2026-08-02T03:00,28.0,77,1004.4,21.2,Warm
Mumbai,2026-08-02T04:00,28.4,76,1004.9,21.2,Warm
Mumbai,2026-08-02T05:00,28.7,77,1005.3,21.2,Warm
Mumbai,2026-08-02T06:00,28.9,77,1005.4,21.1,Warm
Mumbai,2026-08-02T07:00,28.8,78,1005.1,21.3,Warm
Mumbai,2026-08-02T08:00,28.6,79,1004.6,21.4,Warm
Mumbai,2026-08-02T09:00,28.4,80,1004.1,21.1,Warm
Mumbai,2026-08-02T10:00,28.3,80,1003.6,20.1,Warm
Mumbai,2026-08-02T11:00,28.2,81,1003.0,19.0,Warm
Mumbai,2026-08-02T12:00,28.0,82,1002.8,18.1,Warm
Mumbai,2026-08-02T13:00,27.6,82,1003.1,18.0,Warm
Mumbai,2026-08-02T14:00,27.0,84,1003.7,18.4,Warm
Mumbai,2026-08-02T15:00,26.7,85,1004.2,18.7,Warm
Mumbai,2026-08-02T16:00,26.8,85,1004.6,19.0,Warm
Mumbai,2026-08-02T17:00,27.1,85,1005.0,19.2,Warm
Mumbai,2026-08-02T18:00,27.3,85,1005.1,19.5,Warm
Mumbai,2026-08-02T19:00,27.1,86,1004.8,20.3,Warm
Mumbai,2026-08-02T20:00,26.8,87,1004.2,21.3,Warm
Mumbai,2026-08-02T21:00,26.6,87,1003.7,21.9,Warm
Mumbai,2026-08-02T22:00,27.1,81,1003.9,20.6,Warm
Mumbai,2026-08-02T23:00,27.1,80,1003.7,20.7,Warm
Mumbai,2026-08-03T00:00,27.2,80,1003.6,20.8,Warm
Mumbai,2026-08-03T01:00,27.3,80,1003.9,20.6,Warm
Mumbai,2026-08-03T02:00,27.5,79,1004.4,20.2,Warm
Mumbai,2026-08-03T03:00,27.7,79,1005.0,19.6,Warm
Mumbai,2026-08-03T04:00,27.9,79,1005.7,19.3,Warm
Mumbai,2026-08-03T05:00,28.1,79,1006.1,18.9,Warm
Mumbai,2026-08-03T06:00,28.2,79,1006.3,18.9,Warm
Mumbai,2026-08-03T07:00,28.3,79,1006.1,19.3,Warm
Mumbai,2026-08-03T08:00,28.3,79,1005.6,19.8,Warm
Mumbai,2026-08-03T09:00,28.3,79,1004.9,20.5,Warm
Mumbai,2026-08-03T10:00,28.2,79,1004.2,21.5,Warm
Mumbai,2026-08-03T11:00,28.1,79,1003.7,22.0,Warm
Mumbai,2026-08-03T12:00,28.1,79,1003.5,22.3,Warm
Mumbai,2026-08-03T13:00,28.0,80,1003.7,22.2,Warm
Mumbai,2026-08-03T14:00,27.8,81,1004.2,21.8,Warm
Mumbai,2026-08-03T15:00,27.7,82,1004.8,21.4,Warm
Mumbai,2026-08-03T16:00,27.5,83,1005.5,20.9,Warm
Mumbai,2026-08-03T17:00,27.4,84,1006.1,20.5,Warm
Mumbai,2026-08-03T18:00,27.3,85,1006.4,20.3,Warm
Mumbai,2026-08-03T19:00,27.3,84,1006.4,20.2,Warm
Mumbai,2026-08-03T20:00,27.3,83,1006.2,20.2,Warm
Mumbai,2026-08-03T21:00,27.3,82,1005.9,20.3,Warm
Mumbai,2026-08-03T22:00,27.3,81,1005.5,20.4,Warm
Mumbai,2026-08-03T23:00,27.4,80,1005.3,20.5,Warm
Bengaluru,2026-07-28T00:00,21.4,89,908.1,14.1,Cool
Bengaluru,2026-07-28T01:00,21.2,90,908.5,14.0,Cool
Bengaluru,2026-07-28T02:00,22.2,84,909.3,14.7,Cool
Bengaluru,2026-07-28T03:00,23.7,75,910.1,19.7,Cool
Bengaluru,2026-07-28T04:00,25.0,68,910.6,21.0,Warm
Bengaluru,2026-07-28T05:00,26.7,61,911.0,21.3,Warm
Bengaluru,2026-07-28T06:00,27.7,57,910.6,22.2,Warm
Bengaluru,2026-07-28T07:00,28.8,54,910.2,22.2,Warm
Bengaluru,2026-07-28T08:00,29.5,52,909.4,22.4,Warm
Bengaluru,2026-07-28T09:00,29.5,50,908.5,24.0,Warm
Bengaluru,2026-07-28T10:00,28.4,53,907.8,23.3,Warm
Bengaluru,2026-07-28T11:00,28.5,53,907.6,23.4,Warm
Bengaluru,2026-07-28T12:00,27.3,58,907.6,21.4,Warm
Bengaluru,2026-07-28T13:00,26.0,64,908.0,20.8,Warm
Bengaluru,2026-07-28T14:00,24.9,68,908.3,20.4,Cool
Bengaluru,2026-07-28T15:00,23.7,75,909.1,19.3,Cool
Bengaluru,2026-07-28T16:00,23.2,78,909.6,18.7,Cool
Bengaluru,2026-07-28T17:00,22.6,82,910.1,18.9,Cool
Bengaluru,2026-07-28T18:00,22.2,84,909.9,18.2,Cool
Bengaluru,2026-07-28T19:00,21.9,86,909.2,16.9,Cool
Bengaluru,2026-07-28T20:00,21.7,87,908.5,17.6,Cool
Bengaluru,2026-07-28T21:00,21.5,87,908.1,17.3,Cool
Bengaluru,2026-07-28T22:00,21.4,87,907.9,17.0,Cool
Bengaluru,2026-07-28T23:00,21.4,86,907.9,17.4,Cool
Bengaluru,2026-07-29T00:00,21.4,86,907.9,16.4,Cool
Bengaluru,2026-07-29T01:00,21.3,88,908.2,15.4,Cool
Bengaluru,2026-07-29T02:00,21.9,85,909.0,18.1,Cool
Bengaluru,2026-07-29T03:00,22.9,80,909.6,20.2,Cool
Bengaluru,2026-07-29T04:00,24.8,70,910.2,22.5,Cool
Bengaluru,2026-07-29T05:00,25.5,66,910.6,24.4,Warm
Bengaluru,2026-07-29T06:00,27.3,58,910.5,25.2,Warm
Bengaluru,2026-07-29T07:00,28.8,52,909.9,24.9,Warm
Bengaluru,2026-07-29T08:00,28.7,52,908.9,25.0,Warm
Bengaluru,2026-07-29T09:00,29.2,51,908.0,23.4,Warm
Bengaluru,2026-07-29T10:00,27.7,60,907.4,18.4,Warm
Bengaluru,2026-07-29T11:00,28.0,55,906.9,21.8,Warm
Bengaluru,2026-07-29T12:00,23.1,82,907.2,16.2,Cool
Bengaluru,2026-07-29T13:00,23.6,83,907.7,17.8,Cool
Bengaluru,2026-07-29T14:00,23.4,81,908.3,16.5,Cool
Bengaluru,2026-07-29T15:00,23.2,79,908.9,19.9,Cool
Bengaluru,2026-07-29T16:00,22.4,82,909.1,19.4,Cool
Bengaluru,2026-07-29T17:00,21.8,85,909.2,18.8,Cool
Bengaluru,2026-07-29T18:00,21.5,86,908.7,19.2,Cool
Bengaluru,2026-07-29T19:00,21.3,87,908.2,19.1,Cool
Bengaluru,2026-07-29T20:00,21.2,88,907.4,19.4,Cool
Bengaluru,2026-07-29T21:00,21.3,89,906.9,20.4,Cool
Bengaluru,2026-07-29T22:00,21.5,88,906.6,19.9,Cool
Bengaluru,2026-07-29T23:00,21.4,88,906.5,19.8,Cool
Bengaluru,2026-07-30T00:00,21.3,87,906.5,20.4,Cool
Bengaluru,2026-07-30T01:00,21.4,87,906.7,20.8,Cool
Bengaluru,2026-07-30T02:00,22.1,85,907.4,18.3,Cool
Bengaluru,2026-07-30T03:00,23.6,75,908.0,24.6,Cool
Bengaluru,2026-07-30T04:00,24.2,71,908.3,24.0,Cool
Bengaluru,2026-07-30T05:00,25.9,64,908.7,24.6,Warm
Bengaluru,2026-07-30T06:00,26.8,59,908.3,23.5,Warm
Bengaluru,2026-07-30T07:00,28.1,55,908.0,24.4,Warm
Bengaluru,2026-07-30T08:00,28.6,55,907.2,23.1,Warm
Bengaluru,2026-07-30T09:00,27.3,62,906.3,19.9,Warm
Bengaluru,2026-07-30T10:00,28.7,54,905.7,23.1,Warm
Bengaluru,2026-07-30T11:00,25.8,69,905.8,17.1,Warm
Bengaluru,2026-07-30T12:00,26.1,66,905.7,21.8,Warm
Bengaluru,2026-07-30T13:00,24.6,71,906.0,16.7,Cool
Bengaluru,2026-07-30T14:00,24.0,75,907.0,20.1,Cool
Bengaluru,2026-07-30T15:00,23.1,76,907.8,21.3,Cool
Bengaluru,2026-07-30T16:00,22.1,83,908.0,19.1,Cool
Bengaluru,2026-07-30T17:00,21.9,85,908.2,18.0,Cool
Bengaluru,2026-07-30T18:00,21.7,85,908.1,18.6,Cool
Bengaluru,2026-07-30T19:00,21.3,87,907.2,18.7,Cool
Bengaluru,2026-07-30T20:00,21.5,85,906.6,18.3,Cool
Bengaluru,2026-07-30T21:00,21.4,86,906.4,17.8,Cool
Bengaluru,2026-07-30T22:00,21.3,86,906.0,18.3,Cool
Bengaluru,2026-07-30T23:00,21.2,86,905.9,18.3,Cool
Bengaluru,2026-07-31T00:00,21.3,86,906.1,16.7,Cool
Bengaluru,2026-07-31T01:00,21.2,86,906.6,17.1,Cool
Bengaluru,2026-07-31T02:00,22.1,82,907.4,18.6,Cool
Bengaluru,2026-07-31T03:00,23.4,75,908.2,22.8,Cool
Bengaluru,2026-07-31T04:00,24.8,67,908.8,22.6,Cool
Bengaluru,2026-07-31T05:00,25.7,65,909.0,22.9,Warm
Bengaluru,2026-07-31T06:00,27.6,56,908.7,23.5,Warm
Bengaluru,2026-07-31T07:00,28.1,55,908.1,21.5,Warm
Bengaluru,2026-07-31T08:00,28.3,55,907.2,21.2,Warm
Bengaluru,2026-07-31T09:00,27.6,57,906.1,20.9,Warm
Bengaluru,2026-07-31T10:00,27.7,59,905.4,20.0,Warm
Bengaluru,2026-07-31T11:00,24.0,77,905.3,14.5,Cool
Bengaluru,2026-07-31T12:00,24.3,83,905.8,13.6,Cool
Bengaluru,2026-07-31T13:00,22.8,85,906.3,16.7,Cool
Bengaluru,2026-07-31T14:00,22.9,83,907.1,18.4,Cool
Bengaluru,2026-07-31T15:00,22.6,81,908.0,19.3,Cool
Bengaluru,2026-07-31T16:00,22.2,83,908.7,18.1,Cool
Bengaluru,2026-07-31T17:00,22.0,84,909.0,18.2,Cool
Bengaluru,2026-07-31T18:00,21.8,85,908.8,19.6,Cool
Bengaluru,2026-07-31T19:00,21.6,86,908.3,18.5,Cool
Bengaluru,2026-07-31T20:00,21.4,88,907.4,17.2,Cool
Bengaluru,2026-07-31T21:00,21.2,89,906.8,16.1,Cool
Bengaluru,2026-07-31T22:00,21.1,89,906.7,15.4,Cool
Bengaluru,2026-07-31T23:00,21.0,88,907.0,15.0,Cool
Bengaluru,2026-08-01T00:00,21.2,87,907.3,15.5,Cool
Bengaluru,2026-08-01T01:00,21.5,85,907.9,17.1,Cool
Bengaluru,2026-08-01T02:00,22.1,82,908.7,19.8,Cool
Bengaluru,2026-08-01T03:00,22.9,78,909.3,21.6,Cool
Bengaluru,2026-08-01T04:00,24.1,71,909.7,22.3,Cool
Bengaluru,2026-08-01T05:00,25.5,64,910.0,22.4,Warm
Bengaluru,2026-08-01T06:00,26.8,59,909.9,21.9,Warm
Bengaluru,2026-08-01T07:00,27.9,56,909.4,21.0,Warm
Bengaluru,2026-08-01T08:00,28.8,54,908.5,19.5,Warm
Bengaluru,2026-08-01T09:00,28.9,54,907.8,18.0,Warm
Bengaluru,2026-08-01T10:00,27.6,60,907.4,16.5,Warm
Bengaluru,2026-08-01T11:00,25.5,69,907.1,15.9,Warm
Bengaluru,2026-08-01T12:00,23.8,78,907.2,16.3,Cool
Bengaluru,2026-08-01T13:00,23.0,82,907.9,16.5,Cool
Bengaluru,2026-08-01T14:00,22.7,84,908.7,16.6,Cool
Bengaluru,2026-08-01T15:00,22.4,85,909.6,17.1,Cool
Bengaluru,2026-08-01T16:00,22.1,86,910.0,17.3,Cool
Bengaluru,2026-08-01T17:00,21.9,86,910.3,17.2,Cool
Bengaluru,2026-08-01T18:00,21.6,86,910.3,17.2,Cool
Bengaluru,2026-08-01T19:00,21.4,87,910.0,17.1,Cool
Bengaluru,2026-08-01T20:00,21.3,87,909.4,16.8,Cool
Bengaluru,2026-08-01T21:00,21.1,88,909.0,16.5,Cool
Bengaluru,2026-08-01T22:00,20.7,89,908.7,16.0,Cool
Bengaluru,2026-08-01T23:00,20.4,91,908.5,15.4,Cool
Bengaluru,2026-08-02T00:00,20.4,91,908.7,15.5,Cool
Bengaluru,2026-08-02T01:00,21.1,87,909.2,16.9,Cool
Bengaluru,2026-08-02T02:00,22.1,81,910.1,19.2,Cool
Bengaluru,2026-08-02T03:00,23.1,75,910.8,21.3,Cool
Bengaluru,2026-08-02T04:00,24.2,70,911.1,22.4,Cool
Bengaluru,2026-08-02T05:00,25.3,64,911.3,22.9,Warm
Bengaluru,2026-08-02T06:00,26.3,60,911.1,23.0,Warm
Bengaluru,2026-08-02T07:00,27.4,56,910.6,22.5,Warm
Bengaluru,2026-08-02T08:00,28.3,53,909.8,21.3,Warm
Bengaluru,2026-08-02T09:00,28.7,52,909.2,20.2,Warm
